asset_id,reading_id,temperature,voltage,current,irradiance,soiling,power_output,condition,actual_condition,fault_type,actual_fault_type,reconstruction_error,anomaly_threshold,actual_anomaly,predicted_anomaly,predicted_condition
P001,84,36.95641539097015,41.70722471916337,3.264694480276216,933.9643659648484,7.054602543195704,136.1613463282924,abnormal,abnormal,low_current,low_current,5.3896065,1.033187,1,1,abnormal
P001,85,26.302140206081383,41.7595984619096,7.672666497159245,534.3091852263847,9.572856027763684,320.4074720535165,normal,normal,none,none,1.4392543,1.033187,0,1,abnormal
P001,86,25.7757499720178,38.23641651866439,9.517686538853797,810.6678282930789,2.3854494188890585,363.9222267936989,normal,normal,none,none,0.5266274,1.033187,0,0,normal
P001,87,27.859736152732665,41.73878511108326,8.395101950305662,628.1218482810933,3.688951743229414,350.401356289444,normal,normal,none,none,0.67490023,1.033187,0,0,normal
P001,88,49.09336860253022,40.59178614298004,9.333375658526297,581.8829050835996,3.1103891959859986,378.85838872299496,normal,normal,none,none,0.17408784,1.033187,0,0,normal
P001,89,48.22217921017804,39.87898364206207,9.724078453142331,687.6534797126592,9.414705985413097,387.7863655669913,normal,normal,none,none,0.7715321,1.033187,0,0,normal
P001,90,39.802446531246304,41.15285816890159,7.728548141611396,848.5965012478862,3.0158268548766696,318.05184552326176,normal,normal,none,none,0.43295714,1.033187,0,0,normal
P001,91,45.13819909115416,40.98113608300106,8.697797666101948,520.5345651030681,5.3274524531050025,356.44562977693295,normal,normal,none,none,0.11127004,1.033187,0,0,normal
P001,92,26.72391841299101,40.237716270284025,7.03795645049756,710.0293704209138,4.9020170499040825,283.19129477773606,normal,normal,none,none,0.4311235,1.033187,0,0,normal
P001,93,34.0547009623768,41.45787507402552,8.379218042805238,576.4955745469299,1.7613696108605936,347.3845748366402,normal,normal,none,none,0.28198567,1.033187,0,0,normal
P001,94,41.26143535041854,40.07956177026776,9.7588529707083,887.3207251857873,4.648737716345078,391.1305504464643,normal,normal,none,none,0.16675574,1.033187,0,0,normal
P001,95,31.709888451230636,36.81370528015466,6.492193056671811,543.3314490278372,13.22446776004158,239.00168181018245,abnormal,abnormal,partial_shading,partial_shading,2.1669505,1.033187,1,1,abnormal
P001,96,36.61771166508079,40.0516585211526,8.136967912384792,514.3499988850448,8.509528363124591,325.89906022441164,normal,normal,none,none,0.53909343,1.033187,0,0,normal
P001,97,30.302996254493475,40.989161784140485,8.02101652949285,940.1599898791128,7.011837503322016,328.7747442006475,normal,normal,none,none,0.8280632,1.033187,0,0,normal
P001,98,25.253777860966927,41.74031288888516,7.256838885874064,860.0373320520971,4.885778468487874,302.9027256806122,normal,normal,none,none,1.0762249,1.033187,0,1,abnormal
P001,99,41.90232776960412,35.55921203236361,5.344523648759712,606.8973037393491,9.41353371980746,190.04704963822823,abnormal,abnormal,power_degradation,power_degradation,2.4805005,1.033187,1,1,abnormal
P001,100,31.08262909691893,40.31980010798408,8.107061351983111,776.7364775051249,3.437573941462025,326.8750931751222,normal,normal,none,none,0.28855643,1.033187,0,0,normal
P001,101,33.26978242989826,35.62283953748615,4.812749280928589,625.7018381004707,1.8098382712845875,171.44379536867098,abnormal,abnormal,partial_shading,partial_shading,3.0831263,1.033187,1,1,abnormal
P001,102,27.98886853137632,39.67931982691875,9.286568828452308,592.5749212188309,2.163846398786057,368.4847346388533,normal,normal,none,none,0.544969,1.033187,0,0,normal
P001,103,43.11462502732629,41.883035114415286,8.573910607325823,641.4993516374775,1.0052610809079077,359.10139903448515,normal,normal,none,none,0.28247848,1.033187,0,0,normal
P001,104,30.687079087063868,37.89720771842702,7.042445101768191,767.0675446338316,2.743113267832673,266.889004867328,normal,normal,none,none,0.32391623,1.033187,0,0,normal
P001,105,32.30341611381944,37.55271691836592,5.913608965317783,876.3960878956269,1.53881470181641,222.0720834404895,abnormal,abnormal,partial_shading,partial_shading,0.7252462,1.033187,1,0,normal
P001,106,32.108483178428735,39.39357104303199,8.022117797680878,982.7488215691474,2.524783904929726,316.01986737851297,normal,normal,none,none,0.48404384,1.033187,0,0,normal
P001,107,50.55289113248576,36.40424465351164,4.22224651076692,814.7228534759992,32.14436297170133,153.7076949653948,abnormal,abnormal,soiling,soiling,16.462309,1.033187,1,1,abnormal
P001,108,39.070989927114105,38.51917755921114,9.98175436813066,559.2257811057308,7.644434453261942,384.4889688584563,normal,normal,none,none,0.5378777,1.033187,0,0,normal
P001,109,44.768520746085485,38.12843568532517,8.567717605390653,725.2572324443771,4.427210040193284,326.6736696871657,normal,normal,none,none,0.25045705,1.033187,0,0,normal
P001,110,37.63450610798401,39.72616392643289,3.828892736735391,896.035722193818,14.21385300488067,152.1072205162784,abnormal,abnormal,low_current,low_current,4.6621222,1.033187,1,1,abnormal
P001,111,30.275629882634824,40.30214068596018,7.471171280142632,586.9067741632173,0.7506486890116792,301.1041960212136,normal,normal,none,none,0.5389442,1.033187,0,0,normal
P001,112,36.26259261544256,39.96905597559782,7.873777867093083,615.738117278013,7.069558298790333,314.70746830926663,normal,normal,none,none,0.19187558,1.033187,0,0,normal
P001,113,36.35078316017608,40.43692460035621,9.771733133447649,893.9140133233657,6.250580071642219,395.1388359320251,normal,normal,none,none,0.023826787,1.033187,0,0,normal
P001,114,48.34171146113784,39.125694830521056,8.633687136131735,823.8173617012403,9.08411445212606,337.7990081504856,normal,normal,none,none,0.75108165,1.033187,0,0,normal
P001,115,31.490950987846176,38.75577139739447,5.785132111958214,912.1201506600046,66.84770115870552,224.2072576347784,abnormal,abnormal,soiling,soiling,72.61387,1.033187,1,1,abnormal
P001,116,36.71744925690405,38.52045595272384,8.207525557488417,636.1230965721315,5.39981562598014,316.1576267180877,normal,normal,none,none,0.13618173,1.033187,0,0,normal
P001,117,39.95091655102759,41.447114446462265,9.203601769856846,801.8568204729553,0.2586489238833545,381.46273587491936,normal,normal,none,none,0.6256484,1.033187,0,0,normal
P001,118,41.85745917930428,41.30258436408636,8.76136879512935,510.3727281077669,7.647603800317762,361.8671738057036,normal,normal,none,none,0.39356723,1.033187,0,0,normal
P001,119,26.005791828615404,36.050150643300455,5.4115024697549,825.7547447168431,13.741091818901513,195.08547924125665,abnormal,abnormal,partial_shading,partial_shading,2.0117993,1.033187,1,1,abnormal
P001,120,39.63324063194636,40.17392359727043,8.47517740657304,545.6212031469136,3.4796105629465046,340.48112960497787,normal,normal,none,none,0.03005451,1.033187,0,0,normal
P001,121,41.75333773802964,41.28866547200176,7.989410990736896,846.8368369917163,2.882177953614557,329.8721177148699,normal,normal,none,none,0.49816558,1.033187,0,0,normal
P001,122,84.01249430144142,25.33027417282338,2.264179378327366,700.9595403768831,34.63686405723831,57.35228442948497,abnormal,abnormal,combined,combined,41.055317,1.033187,1,1,abnormal
P001,123,77.86490630822763,33.89307293303579,3.972981159449387,817.037437742878,46.52990283197286,134.65654019879517,abnormal,abnormal,combined,combined,41.64092,1.033187,1,1,abnormal
P001,124,34.04448397879188,40.782215770277865,8.876226226435026,879.9952680305084,2.0355823835027387,361.9921731922725,normal,normal,none,none,0.6610103,1.033187,0,0,normal
P001,125,48.19181902111119,39.19058047536189,9.094750087366515,560.71304168131,9.731468158216945,356.4285352022421,normal,normal,none,none,0.9688077,1.033187,0,0,normal
P001,126,30.98243655819126,37.791890819026165,8.65251702100801,776.1257045268665,0.9320920128152256,326.9949785677002,normal,normal,none,none,0.5432029,1.033187,0,0,normal
P001,127,41.53619735446959,34.704796894537346,6.496429521306704,749.1877523535976,58.66413303967164,225.4572670766256,abnormal,abnormal,soiling,soiling,53.172962,1.033187,1,1,abnormal
P001,128,31.835622417831857,41.17361972788347,9.940733897810128,621.8654530375692,5.512650768804697,409.295997324515,normal,normal,none,none,0.24448691,1.033187,0,0,normal
P001,129,48.04670374828905,39.54120445796447,9.637978765439428,932.013467214294,2.7624740282204097,381.0972889257604,normal,normal,none,none,0.70210934,1.033187,0,0,normal
P001,130,38.49688107785739,40.72630443458576,2.8015179892007143,601.0261037434309,10.890764739202988,114.09547450715684,abnormal,abnormal,low_current,low_current,7.604468,1.033187,1,1,abnormal
P001,131,49.97255833073347,33.91712277324561,4.445786255148367,769.2902888519368,5.176859125395113,150.788278239475,abnormal,abnormal,partial_shading,partial_shading,4.6051536,1.033187,1,1,abnormal
P001,132,38.58575157396682,39.2767230843325,7.965332050687112,594.3261868535527,6.9749842762057135,312.85214122959604,normal,normal,none,none,0.20664074,1.033187,0,0,normal
P001,133,30.83906115144733,40.87772237549629,7.130941897291906,872.352575782598,7.052278810250026,291.4966631532933,normal,normal,none,none,0.53264236,1.033187,0,0,normal
P001,134,54.71035004848406,40.75436196419958,3.9560570042018175,660.8421280840893,14.472366575563656,161.2265791002479,abnormal,abnormal,low_current,low_current,6.215753,1.033187,1,1,abnormal
P001,135,49.13383975442135,38.659973519656816,7.301093806494557,922.5197115551912,0.997116977419784,282.26009322360994,normal,normal,none,none,1.0336816,1.033187,0,1,abnormal
P001,136,48.06109568926607,36.45987171847818,5.964343979283202,577.1806093857745,48.77962403938928,217.45921636954324,abnormal,abnormal,soiling,soiling,37.833057,1.033187,1,1,abnormal
P001,137,48.69778201565994,28.17986659108619,6.240945961738347,664.282794491728,10.115362427310144,175.8690246039647,abnormal,abnormal,low_voltage,low_voltage,8.351916,1.033187,1,1,abnormal
P001,138,48.8534898155669,40.13399589503994,9.66231604872797,743.9737426950894,5.410160126976601,387.7873526362269,normal,normal,none,none,0.36117697,1.033187,0,0,normal
P001,139,30.86925607755054,40.42199787202959,7.862137012126131,613.7431403501569,0.9037933076896864,317.8032855737675,normal,normal,none,none,0.4738448,1.033187,0,0,normal
P001,140,80.84369571951979,32.853213093463815,3.331035654985117,877.6004651172939,66.13696248201944,109.43522419515186,abnormal,abnormal,combined,combined,80.937065,1.033187,1,1,abnormal
P001,141,44.9035866290553,38.46683887982604,8.124523269325945,572.7848978496992,5.3116631814876,312.52472757655863,normal,normal,none,none,0.3596263,1.033187,0,0,normal
P001,142,44.81298684702383,37.84991824534049,7.236905051979984,935.4197993224276,6.197103685374153,273.916264566734,normal,normal,none,none,0.35745382,1.033187,0,0,normal
P001,143,47.82072540058887,37.71558860064255,8.383449740064993,626.9886697067711,2.5532670815915406,316.186741450455,normal,normal,none,none,0.6825578,1.033187,0,0,normal
P001,144,45.11582692437866,41.50604711799441,9.032832657097238,578.9878110358935,4.417297836038144,374.9171778744366,normal,normal,none,none,0.10315347,1.033187,0,0,normal
P001,145,39.68929262816054,40.19469351180006,8.272926815382693,625.0491122038507,8.453039251425986,332.5277577898595,normal,normal,none,none,0.36825955,1.033187,0,0,normal
P001,146,34.61733122418364,39.41604030529608,7.711617105782723,785.9613461753695,5.748119301786451,303.9614106605425,normal,normal,none,none,0.0401004,1.033187,0,0,normal
P001,147,30.658187935786952,31.640300491942757,7.187417222734102,504.04898288074514,12.97601096545899,227.4120406882716,abnormal,abnormal,low_voltage,low_voltage,5.2200847,1.033187,1,1,abnormal
P001,148,52.76542384296776,38.47103292480382,6.498516699019565,951.4674592248878,61.02963918413524,250.00464989036917,abnormal,abnormal,soiling,soiling,61.172398,1.033187,1,1,abnormal
P001,149,45.048298938632186,38.09502269464053,7.570395967831265,625.313400021808,7.555773237416772,288.3944062019472,normal,normal,none,none,0.54195976,1.033187,0,0,normal
P001,150,50.95842792406292,35.14124051843449,6.710211112218904,858.5362435562091,9.63399325928954,235.80514262395636,abnormal,abnormal,power_degradation,power_degradation,1.7609898,1.033187,1,1,abnormal
P001,151,39.48934513421007,40.66179883969619,7.270400127238656,647.5552258145776,7.474808649383715,295.6275474578798,normal,normal,none,none,0.22081125,1.033187,0,0,normal
P001,152,28.30399494366959,39.69703879492211,9.91446874363402,765.4261868513925,9.13486974481697,393.5750503470823,normal,normal,none,none,0.44463634,1.033187,0,0,normal
P001,153,57.42146860614936,32.553502528777585,8.902152228500437,647.5707245862459,13.055954389875597,289.796235082052,abnormal,abnormal,low_voltage,low_voltage,5.415312,1.033187,1,1,abnormal
P001,154,54.07233232172194,36.8445420900353,4.899500628388257,944.0562387595288,10.863250681132772,180.51985712280552,abnormal,abnormal,low_current,low_current,3.1081097,1.033187,1,1,abnormal
P001,155,85.11469110051405,28.2919754446501,4.372045905766813,605.5674620403605,51.462892330762365,123.69381540883766,abnormal,abnormal,combined,combined,56.93738,1.033187,1,1,abnormal
P001,156,41.82070954684384,40.36170398675507,8.753680274956498,911.2086506133872,9.402918917795542,353.31345205249085,normal,normal,none,none,0.82605356,1.033187,0,0,normal
P001,157,30.845547555289578,37.12512324823241,9.652704535644556,780.7036911249395,9.152559087431596,358.35784556457617,normal,normal,none,none,0.43020654,1.033187,0,0,normal
P001,158,26.580426029004887,41.11927675695224,9.728162915283676,651.0950872646251,4.082958557954127,400.0150232502688,normal,normal,none,none,0.47103631,1.033187,0,0,normal
P001,159,48.65653832204866,38.52182292178003,8.477873856934618,548.5959993109108,8.872593085285024,326.58315547002366,normal,normal,none,none,0.95435214,1.033187,0,0,normal
P001,160,36.34109392222231,40.35243109425085,9.229420364569515,972.987042889716,4.1912675341472285,372.42954930116696,normal,normal,none,none,0.2594543,1.033187,0,0,normal
P001,161,28.863072560245875,39.07442263718404,7.297064904131585,744.6735188948073,4.081158856977005,285.12859807500035,normal,normal,none,none,0.23393853,1.033187,0,0,normal
P001,162,47.25701659368909,35.30361810818537,5.33408757933725,618.0563191154979,44.507441550300896,188.3125908565372,abnormal,abnormal,soiling,soiling,31.167208,1.033187,1,1,abnormal
P001,163,46.33397584446435,32.82274023561637,7.076021523636953,699.0698213721865,2.847128432416193,232.2544163719661,abnormal,abnormal,low_voltage,low_voltage,3.2129745,1.033187,1,1,abnormal
